the_geom,objectid,stop_uid,stop_agency,stop_id,stop_name,lat,lon,stop_code,location_type,parent_station,wheelchair_boarding,intersection_code,stop_place
POINT (-117.084408000116 33.128006000159),"5,973",NCTD_24932,NCTD,24932,Broadway & Park Av,33.128006,-117.084408,24932.0,0,,,F-S/B,escsen
POINT (-117.251692650495 32.774023319738),"2,866",MTS_11849,MTS,11849,Mission Bl & Santa Barbara Pl,32.77402332,-117.25169265,11849.0,0,,1.0,F-S/B,
POINT (-117.230607479937 32.722311360179),"3,824",MTS_99381,MTS,99381,Shelter Island Dr & Rosecrans St,32.72231136,-117.23060748,99381.0,0,,1.0,F-S/B,
POINT (-117.081490839537 33.018614350093),"4,273",MTS_13125,MTS,13125,West Bernardo Dr & Sharp Hospital,33.01861435,-117.08149084,13125.0,0,,1.0,M-Street-S/B,
POINT (-117.093402639793 32.72002491029),292,MTS_12530,MTS,12530,47th St & Beech St,32.72002491,-117.09340264,12530.0,0,,1.0,N-N/B,
POINT (-117.171020239767 32.767314010233),"1,654",MTS_12400,MTS,12400,Fashion Valley Rd & Friars Rd,32.76731401,-117.17102024,12400.0,0,,1.0,N-N/B,
POINT (-117.266189000404 33.126994999684),"5,820",NCTD_24131,NCTD,24131,El Camino Real & ViaSat West Campus,33.126995,-117.266189,24131.0,0,,,M-Street-S/B,ecrgaS
POINT (-116.930975520175 32.84594112023),"4,338",MTS_40747,MTS,40747,Winter Gardens Bl & Rockcrest Rd,32.84594112,-116.93097552,40747.0,0,,1.0,N-N/B,
POINT (-117.088093000478 33.136293999865),"5,038",NCTD_21241,NCTD,21241,Broadway & 1125,33.136294,-117.088093,21241.0,0,,,M-Street-S/B,
POINT (-117.05426487989 32.583835090018),"3,327",MTS_60202,MTS,60202,Palm Av & Norstad Av,32.58383509,-117.05426488,60202.0,0,,2.0,N-W/B,
POINT (-117.035064019845 32.576639809808),"1,264",MTS_91028,MTS,91028,Dennery Rd & Home Depot Drwy,32.57663981,-117.03506402,91028.0,0,,1.0,F-S/B,
POINT (-117.119910249479 32.912321489911),"2,809",MTS_23007,MTS,23007,Miramar College Transit Station,32.91232149,-117.11991025,23007.0,0,,0.0,M-TC-Bus,mirsta
POINT (-117.267885000223 33.129514000362),"4,761",NCTD_20658,NCTD,20658,Palomar Airport Rd & El Camino Real,33.129514,-117.267885,20658.0,0,,,F-W/B,ecrpal
POINT (-117.263212999974 32.953628999621),"4,881",NCTD_20907,NCTD,20907,Camino Del Mar & 9th St,32.953629,-117.263213,20907.0,0,,,N-S/B,
POINT (-117.125451419934 32.583849829638),"3,296",MTS_60069,MTS,60069,Palm Av & 4th St,32.58384983,-117.12545142,60069.0,0,,1.0,N-E/B,
POINT (-117.146108849879 32.757574459953),"3,409",MTS_12801,MTS,12801,Park Bl & Meade Av,32.75757446,-117.14610885,12801.0,0,,1.0,F-N/B,
POINT (-117.167814679495 32.78974024),"2,478",MTS_12007,MTS,12007,Linda Vista Rd & Fulton St,32.78974024,-117.16781468,12007.0,0,,1.0,F-S/B,
POINT (-117.102192789509 32.675139209708),"3,475",MTS_50001,MTS,50001,Plaza Bl & D Av,32.67513921,-117.10219279,50001.0,0,,1.0,N-E/B,
POINT (-116.942655229608 32.553914909741),"3,835",MTS_60535,MTS,60535,Siempre Viva Rd & Otay Center Dr,32.55391491,-116.94265523,60535.0,0,,1.0,F-W/B,
POINT (-117.146636240163 32.748349370232),"4,118",MTS_13354,MTS,13354,University Av & Park Bl,32.74834937,-117.14663624,13354.0,0,,1.0,N-E/B,unipar
POINT (-117.237135999935 33.26697600013),"5,010",NCTD_21184,NCTD,21184,Hwy 76 & North River Rd,33.266976,-117.237136,21184.0,0,,,N-S/B,
POINT (-117.292909000529 33.047185000044),"5,484",NCTD_22170,NCTD,22170,Encinitas Station Park and Ride,33.047185,-117.292909,22170.0,0,,,,
POINT (-117.048031650403 32.55396679015),"1,211",MTS_60246,MTS,60246,Cottonwood Rd & San Ysidro Bl,32.55396679,-117.04803165,60246.0,0,,0.0,N-S/B,sancot
POINT (-117.046989089812 32.620033089564),"1,322",MTS_30262,MTS,30262,E Naples St & Melrose Av,32.62003309,-117.04698909,30262.0,0,,2.0,M-Street-W/B,melnap
POINT (-117.292169999723 33.240645999999),"5,923",NCTD_24864,NCTD,24864,Town Center North & Vons,33.240646,-117.29217,24864.0,0,,,N-S/B,towcnS
POINT (-117.201934219561 32.817288679753),"1,048",MTS_11939,MTS,11939,Clairemont Dr & Fox Av,32.81728868,-117.20193422,11939.0,0,,1.0,F-S/B,
POINT (-117.201125999793 33.14494399982),"6,045",NCTD_25057,NCTD,25057,Rancho Santa Fe & 9th St,33.144944,-117.201126,25057.0,0,,,F-W/B,
POINT (-117.084388659655 32.721273569985),"1,671",MTS_10637,MTS,10637,Federal Bl & Euclid Av,32.72127357,-117.08438866,10637.0,0,,1.0,F-E/B,
POINT (-117.10226959039 32.693844960438),290,MTS_12514,MTS,12514,43rd St & Keeler Av,32.69384496,-117.10226959,12514.0,0,,1.0,N-N/B,
POINT (-117.27449687988 32.840128280331),"3,449",MTS_11108,MTS,11108,Pearl St & Eads Av,32.84012828,-117.27449688,11108.0,0,,1.0,N-W/B,
POINT (-117.046622290446 32.768621419914),"1,466",MTS_10697,MTS,10697,El Cajon Bl & 70th St,32.76862142,-117.04662229,10697.0,0,,1.0,F-E/B,elc701
POINT (-117.155640239569 32.711766849584),109,MTS_11657,MTS,11657,10th Av & Market St,32.71176685,-117.15564024,11657.0,0,,2.0,N-S/B,
POINT (-116.93556173042 32.796844529607),"2,970",MTS_41262,MTS,41262,N 2nd St & E Main St,32.79684453,-116.93556173,41262.0,0,,1.0,M-Street-N/B,2ndemn
POINT (-117.23781138023 32.790359819742),"2,169",MTS_13151,MTS,13151,Ingraham St & 3873,32.79035982,-117.23781138,13151.0,0,,1.0,M-Street-N/B,
POINT (-117.20648140949 32.784628509771),"2,942",MTS_12352,MTS,12352,Morena Bl & Milton St,32.78462851,-117.20648141,12352.0,0,,1.0,N-N/B,
POINT (-117.154235400377 32.793812070093),"2,716",MTS_12787,MTS,12787,Meadowlark Dr & Starling Dr,32.79381207,-117.1542354,12787.0,0,,2.0,F-N/B,
POINT (-117.191382999914 32.902281999865),"6,063",NCTD_25083,NCTD,25083,Pacific Mesa Blvd & Pacific Mesa Ct,32.902282,-117.191383,25083.0,0,,,,
POINT (-117.108782419538 32.70475528979),"2,109",MTS_10216,MTS,10216,Imperial Av & 40th St,32.70475529,-117.10878242,10216.0,0,,2.0,M-Street-E/B,
POINT (-117.107173029999 32.676981900042),"3,049",MTS_60507,MTS,60507,National City Bl & 7th St,32.6769819,-117.10717303,60507.0,0,,1.0,F-N/B,nat7th
POINT (-116.862211430017 33.045659930334),"2,604",MTS_98028,MTS,98028,Main St & 6th St,33.04565993,-116.86221143,98028.0,0,,1.0,N-S/B,
POINT (-117.301213000046 33.189358999859),"5,356",NCTD_21936,NCTD,21936,Barnard Dr & Barnard Dr,33.189359,-117.301213,21936.0,0,,,M-Special_Loc,
POINT (-117.030820999755 33.159548000139),"4,631",NCTD_20385,NCTD,20385,Valley Center Rd & Lake Wohlford Rd,33.159548,-117.030821,20385.0,0,,,N-N/B,Valwoh
POINT (-117.232013000524 33.084017000338),"6,031",NCTD_25040,NCTD,25040,Rancho Santa Fe Rd & Paseo Lupino,33.084017,-117.232013,25040.0,0,,,F-W/B,
POINT (-117.005488000068 33.335874000009),"4,917",NCTD_20982,NCTD,20982,Hwy 76 & El Senedero Dr,33.335874,-117.005488,20982.0,0,,,N-S/B,
POINT (-117.219353999581 33.206129000231),"5,329",NCTD_21885,NCTD,21885,Vale Terrace Dr & Brengle Terrace Pk,33.206129,-117.219354,21885.0,0,,,N-E/B,brengE
POINT (-117.12700808017 32.778370039912),"1,675",MTS_75055,MTS,75055,Fenton Parkway Station,32.77837004,-117.12700808,75055.0,0,fenS,0.0,,fenS
POINT (-116.971119770349 32.662087579636),"3,585",MTS_99056,MTS,99056,Proctor Valley Rd & Mt Miguel Rd,32.66208758,-116.97111977,99056.0,0,,1.0,N-W/B,hstmig
POINT (-117.173265549626 32.72370462),"2,978",MTS_11638,MTS,11638,N Harbor Dr & Grape St,32.72370462,-117.17326555,11638.0,0,,0.0,F-S/B,
POINT (-116.868135709614 33.04212898002),"2,583",MTS_98023,MTS,98023,Main St & 10th St,33.04212898,-116.86813571,98023.0,0,,1.0,F-N/B,
POINT (-117.255203999521 33.045888999972),"4,766",NCTD_20669,NCTD,20669,Encinitas Bl & Turner Av,33.045889,-117.255204,20669.0,0,,,F-W/B,
POINT (-117.207505639626 32.778876149874),"2,931",MTS_12349,MTS,12349,Morena Bl & Asher St,32.77887615,-117.20750564,12349.0,0,,1.0,N-N/B,
POINT (-117.225288730222 32.868524579883),"3,080",MTS_11151,MTS,11151,Nobel Dr & Lebon Dr,32.86852458,-117.22528873,11151.0,0,,1.0,F-W/B,nobleb
POINT (-117.13557994025 32.695798030141),"3,015",MTS_10529,MTS,10529,National Av & 27th St,32.69579803,-117.13557994,10529.0,0,,1.0,F-E/B,
POINT (-117.225181000298 33.108481999822),"5,827",NCTD_24146,NCTD,24146,Rancho Santa Fe Rd & Melrose Dr,33.108482,-117.225181,24146.0,0,,,F-E/B,
POINT (-117.039208999803 33.133080000092),"4,915",NCTD_20980,NCTD,20980,Citrus Av & Citron Pl,33.13308,-117.039209,20980.0,0,,,N-S/B,
POINT (-117.324868999705 33.233061000215),"5,443",NCTD_22082,NCTD,22082,Douglas Dr & Country Villas Apts,33.233061,-117.324869,22082.0,0,,,M-Street-S/B,
POINT (-117.340416999729 33.201851999824),"4,716",NCTD_20575,NCTD,20575,Oceanside Blvd & Edgehill Ln,33.201852,-117.340417,20575.0,0,,,F-W/B,
POINT (-116.98040691001 32.630417259819),"1,415",MTS_39046,MTS,39046,East Palomar St & Santa Rosa Dr,32.63041726,-116.98040691,39046.0,0,,1.0,M-Street-S/B,
POINT (-117.072559000008 33.124959999947),"4,619",NCTD_20365,NCTD,20365,Grand Av & Fig St,33.12496,-117.072559,20365.0,0,,,F-E/B,grfigE
POINT (-117.057184570151 32.666297909766),"3,441",MTS_60735,MTS,60735,Parkside Av & Redford Pl,32.66629791,-117.05718457,60735.0,0,,1.0,N-S/B,prkreo
POINT (-117.064663400495 32.655609310033),"3,497",MTS_99398,MTS,99398,Plaza Bonita Transit Center,32.65560931,-117.0646634,99398.0,0,,1.0,M-TC-Bus,plzbon
POINT (-117.120857999606 33.120546000443),"5,992",NCTD_24958,NCTD,24958,Palomar Medical Center,33.120546,-117.120858,24958.0,0,,,M-Special_Loc,palwes
POINT (-117.073381180114 32.798036109967),"4,208",MTS_11402,MTS,11402,Waring Rd & Birchwood St,32.79803611,-117.07338118,11402.0,0,,1.0,F-W/B,
POINT (-117.065228400314 32.637646969669),"1,909",MTS_30024,MTS,30024,H St & Hilltop Dr,32.63764697,-117.0652284,30024.0,0,,1.0,N-E/B,hsthil
POINT (-117.074887999976 33.365286000428),"5,112",NCTD_21455,NCTD,21455,Pala Mission Rd & Temecula Rd,33.365286,-117.074888,21455.0,0,,,N-W/B,
POINT (-116.924998869943 32.856728690378),"4,374",MTS_40227,MTS,40227,Woodside Av & Channel Rd,32.85672869,-116.92499887,40227.0,0,,1.0,F-E/B,
POINT (-117.084493369727 32.643735090319),"1,372",MTS_30080,MTS,30080,E St & 4th Av,32.64373509,-117.08449337,30080.0,0,,1.0,F-E/B,
POINT (-117.309870000358 33.152086999695),"4,960",NCTD_21083,NCTD,21083,El Camino Real & Kelly Dr,33.152087,-117.30987,21083.0,0,,,F-E/B,
POINT (-117.079603690304 32.675658019942),"1,550",MTS_50102,MTS,50102,Euclid Av & 16th St,32.67565802,-117.07960369,50102.0,0,,1.0,F-S/B,
POINT (-117.233954999618 33.210196000146),"4,573",NCTD_20285,NCTD,20285,E Vista Way & Townsite Dr,33.210196,-117.233955,20285.0,0,,,F-N/B,
POINT (-117.282373000079 33.120172999871),"5,595",NCTD_22542,NCTD,22542,Palomar Airport Rd & Camino Vida Roble,33.120173,-117.282373,22542.0,0,,,F-W/B,
POINT (-117.050306000394 33.138384000062),"4,690",NCTD_20522,NCTD,20522,Valley Pkwy & Midway Dr,33.138384,-117.050306,20522.0,0,,,N-W/B,valmiW
POINT (-117.285098999566 33.064702999584),"5,085",NCTD_21385,NCTD,21385,Saxony Rd & Leucadia Bl,33.064703,-117.285099,21385.0,0,,,N-N/B,saxleN
POINT (-117.229528189744 32.802197799903),"1,721",MTS_10383,MTS,10383,Garnet Av & Olney St,32.8021978,-117.22952819,10383.0,0,,1.0,F-E/B,
POINT (-117.311230999974 33.201544000066),"6,082",NCTD_27004,NCTD,27004,Rancho Del Oro Station,33.201544,-117.311231,27004.0,0,,,,SPRRDO
POINT (-117.305915000369 33.075865000402),"5,167",NCTD_21568,NCTD,21568,Hwy 101 & Grandview St,33.075865,-117.305915,21568.0,0,,,F-N/B,
POINT (-117.159677910337 32.716789999739),"1,676",MTS_75088,MTS,75088,Fifth Avenue Station,32.71679,-117.15967791,75088.0,0,5thS,0.0,,5thS
POINT (-116.997084759783 32.707799530051),"2,232",MTS_40041,MTS,40041,Jamacha Bl & Grand Av,32.70779953,-116.99708476,40041.0,0,,1.0,F-E/B,
POINT (-117.124717070511 32.763312929568),431,MTS_10554,MTS,10554,Adams Av & 32nd St,32.76331293,-117.12471707,10554.0,0,,1.0,F-E/B,
POINT (-116.965214309573 32.646659110316),"1,426",MTS_30543,MTS,30543,Eastlake Pkwy & Eastlake Village Center,32.64665911,-116.96521431,30543.0,0,,1.0,M-Street-S/B,easvil
POINT (-117.319947999762 33.164750999721),"5,160",NCTD_21549,NCTD,21549,El Camino Real & Chestnut Av,33.164751,-117.319948,21549.0,0,,,F-N/B,
POINT (-117.083198920084 32.685155100131),"1,580",MTS_50188,MTS,50188,Euclid Av & Paradise Valley Hospital,32.6851551,-117.08319892,50188.0,0,,1.0,M-Street-N/B,
POINT (-117.161179220401 32.719545569769),311,MTS_12035,MTS,12035,4th Av & Ash St,32.71954557,-117.16117922,12035.0,0,,1.0,F-S/B,
POINT (-116.944108179817 32.800273589714),"2,550",MTS_40309,MTS,40309,Madison Av & 1st St,32.80027359,-116.94410818,40309.0,0,,1.0,N-W/B,mad1st
POINT (-117.108548959818 32.749543779896),"4,100",MTS_13523,MTS,13523,University Av & I-15 Transit Plaza,32.74954378,-117.10854896,13523.0,0,,1.0,M-Street-E/B,i15uni
POINT (-117.29154200002 33.038565000409),"5,080",NCTD_21378,NCTD,21378,Vulcan Av & J St,33.038565,-117.291542,21378.0,0,,,F-N/B,
POINT (-117.138138359742 32.696472249905),197,MTS_60220,MTS,60220,26th St & Sicard St,32.69647225,-117.13813836,60220.0,0,,0.0,N-S/B,
POINT (-117.076562999858 33.124600000425),"6,073",NCTD_25094,NCTD,25094,Valley Blvd & Grand Ave,33.1246,-117.076563,25094.0,0,,,,
POINT (-117.215359309973 32.80780674007),"3,841",MTS_76901,MTS,76901,SIGNAL O38,32.80780674,-117.21535931,76901.0,0,,0.0,,O38
POINT (-117.062915000485 33.071112000347),"6,153",NCTD_92122,NCTD,92122,Westfield North County,33.071112,-117.062915,92122.0,0,,,M-TC-Bus,ncfair
POINT (-117.187919200023 32.770327469561),"2,483",MTS_10434,MTS,10434,Linda Vista Rd & Goshen St,32.77032747,-117.1879192,10434.0,0,,1.0,F-E/B,
POINT (-117.225060999795 33.13514000007),"5,841",NCTD_24167,NCTD,24167,Poinsettia Av & Corporate View,33.13514,-117.225061,24167.0,0,,,F-E/B,
POINT (-117.229890369637 32.874195769835),102,MTS_vahS,MTS,vahS,VA Medical Center Station,32.87419577,-117.22989037,,1,,0.0,,
POINT (-117.02674727026 32.614604959933),"1,348",MTS_99051,MTS,99051,E Palomar St & Medical Center Dr,32.61460496,-117.02674727,99051.0,0,,1.0,N-W/B,epamed
POINT (-117.139687780346 32.905408390278),"1,813",MTS_60781,MTS,60781,Gold Coast Dr & San Ramon Dr,32.90540839,-117.13968778,60781.0,0,,1.0,N-E/B,
POINT (-116.968765879992 32.838528730067),"2,880",MTS_40294,MTS,40294,Mission Gorge Rd & 1St-Magnolia Ave,32.83852873,-116.96876588,40294.0,0,,1.0,N-W/B,mismag
POINT (-116.557078600426 32.848939950415),"3,126",MTS_98095,MTS,98095,Old Hwy 80 & 27446,32.84893995,-116.5570786,98095.0,0,,2.0,M-Street-W/B,
POINT (-117.325971000437 33.229438000317),"5,154",NCTD_21540,NCTD,21540,Douglas Dr & Mission Av,33.229438,-117.325971,21540.0,0,,,F-N/B,
POINT (-117.104959009497 32.670150770151),"3,056",MTS_50109,MTS,50109,National City Bl & W 14th St,32.67015077,-117.10495901,50109.0,0,,1.0,F-S/B,
POINT (-117.090035540002 32.642383660116),"1,374",MTS_30220,MTS,30220,E St & 5th Av,32.64238366,-117.09003554,30220.0,0,,1.0,F-W/B,
POINT (-117.155676990525 32.716925540383),106,MTS_11654,MTS,11654,10th Av & C St,32.71692554,-117.15567699,11654.0,0,,1.0,N-S/B,10thc
POINT (-117.186060630224 32.771155140178),"2,501",MTS_13435,MTS,13435,Linda Vista Rd & USD Main Drwy,32.77115514,-117.18606063,13435.0,0,,1.0,N-E/B,
POINT (-117.190847999852 32.826757110026),"1,773",MTS_12700,MTS,12700,Genesee Av & Mt Herbert Av,32.82675711,-117.190848,12700.0,0,,1.0,F-N/B,
POINT (-117.308434999575 33.234925999617),"5,637",NCTD_22647,NCTD,22647,Old Grove Rd & Red Maple Way,33.234926,-117.308435,22647.0,0,,,F-N/B,
POINT (-117.076408999502 33.109209999918),"5,043",NCTD_21254,NCTD,21254,Escondido Bl & 13th Av,33.10921,-117.076409,21254.0,0,,,F-S/B,esc13
POINT (-117.117199910411 32.695947899568),"3,027",MTS_10197,MTS,10197,National Av & 36th St,32.6959479,-117.11719991,10197.0,0,,1.0,N-E/B,
POINT (-117.283646999501 33.036109999708),"4,466",NCTD_20069,NCTD,20069,Santa Fe Dr & Santa Fe Plaza,33.03611,-117.283647,20069.0,0,,,N-E/B,ScripH
POINT (-117.21211618998 32.728828889759),"2,985",MTS_99995,MTS,99995,N Harbor Dr & Lee Ct,32.72882889,-117.21211619,99995.0,0,,1.0,F-W/B,
POINT (-117.226105000001 33.23472699983),"5,624",NCTD_22622,NCTD,22622,E Vista Way & Barsby St,33.234727,-117.226105,22622.0,0,,,M-Street-N/B,
POINT (-117.048632369807 32.600293880302),"3,226",MTS_30258,MTS,30258,Orange Av & Loma Ln,32.60029388,-117.04863237,30258.0,0,,0.0,N-W/B,
POINT (-117.135149170218 32.702103450393),"3,117",MTS_10907,MTS,10907,Ocean View Bl & Sampson St,32.70210345,-117.13514917,10907.0,0,,0.0,N-W/B,
POINT (-117.100246969521 32.681689400129),"1,948",MTS_50115,MTS,50115,Highland Av & 4th St,32.6816894,-117.10024697,50115.0,0,,1.0,F-S/B,
POINT (-117.201154730468 32.809010630437),"1,062",MTS_11942,MTS,11942,Clairemont Dr & Ute Dr,32.80901063,-117.20115473,11942.0,0,,1.0,F-S/B,
POINT (-117.322831000304 33.111836999667),"5,541",NCTD_22446,NCTD,22446,Carlsbad Bl & Island Way,33.111837,-117.322831,22446.0,0,,,N-S/B,
POINT (-117.050277889569 32.554741020283),"3,755",MTS_60593,MTS,60593,San Ysidro Bl & Smythe Av,32.55474102,-117.05027789,60593.0,0,,1.0,N-E/B,
POINT (-117.239135059819 32.79377388956),"2,186",MTS_11889,MTS,11889,Ingraham St & Pacific Beach Dr,32.79377389,-117.23913506,11889.0,0,,1.0,F-S/B,
POINT (-117.157736160138 32.776069439933),"2,956",MTS_10483,MTS,10483,Murray Canyon Rd & Mission Heights Rd,32.77606944,-117.15773616,10483.0,0,,1.0,F-N/B,
POINT (-117.066933999613 32.765006280187),"1,133",MTS_12209,MTS,12209,College Av & Arosa St,32.76500628,-117.066934,12209.0,0,,1.0,F-S/B,
POINT (-117.104715199833 32.81635631036),"3,780",MTS_60790,MTS,60790,Santo Rd & Shields St,32.81635631,-117.1047152,60790.0,0,,1.0,F-N/B,
POINT (-117.177864699944 32.6889153904),"3,210",MTS_60374,MTS,60374,Orange Av & 8th St,32.68891539,-117.1778647,60374.0,0,,1.0,F-N/B,
POINT (-117.252624859907 32.780177979831),"2,860",MTS_11844,MTS,11844,Mission Bl & San Juan Pl,32.78017798,-117.25262486,11844.0,0,,1.0,F-S/B,
POINT (-117.270972000521 33.216558000442),"4,758",NCTD_20650,NCTD,20650,Oceanside Blvd & Temple Heights Dr,33.216558,-117.270972,20650.0,0,,,F-W/B,
POINT (-117.311743999654 33.12212900044),"5,750",NCTD_22917,NCTD,22917,Palomar Airport Rd & Armada Dr,33.122129,-117.311744,22917.0,0,,,N-W/B,pararW
POINT (-117.302570999665 33.231311000436),"5,613",NCTD_22568,NCTD,22568,Mission Av & Francesca Dr,33.231311,-117.302571,22568.0,0,,,N-N/B,
POINT (-117.28997100053 33.146947999913),"5,178",NCTD_21604,NCTD,21604,El Camino Real & Rancho Carlsbad Dr,33.146948,-117.289971,21604.0,0,,,F-W/B,
POINT (-117.082479149482 33.015839979804),"4,277",MTS_11751,MTS,11751,West Bernardo Dr & The Pointe,33.01583998,-117.08247915,11751.0,0,,2.0,M-Street-S/B,
POINT (-117.074628009622 32.62815162),255,MTS_12920,MTS,12920,3rd Av & J St,32.62815162,-117.07462801,12920.0,0,,1.0,F-N/B,3rdj
POINT (-117.062680000394 33.123545000121),"6,075",NCTD_26001,NCTD,26001,San Pasqual Valley Rd & Oak Hill Dr,33.123545,-117.06268,26001.0,0,,,,
POINT (-117.035637970272 32.638215719571),"1,397",MTS_30607,MTS,30607,East H St & Del Rey Bl,32.63821572,-117.03563797,30607.0,0,,1.0,F-W/B,
POINT (-116.991985999867 33.329271000369),"6,005",NCTD_24979,NCTD,24979,Casino Pauma,33.329271,-116.991986,24979.0,0,,,M-Special_Loc,paucas
POINT (-117.336482000074 33.178279000368),"6,124",NCTD_92027,NCTD,92027,Plaza Camino Real Transit Center Stall 7,33.178279,-117.336482,92027.0,0,,,M-Street-W/B,pcrtc
POINT (-117.122106099681 32.584019240366),"3,299",MTS_60132,MTS,60132,Palm Av & 5th St,32.58401924,-117.1221061,60132.0,0,,1.0,N-W/B,
POINT (-117.202656069551 32.898136500109),"3,800",MTS_13197,MTS,13197,Scranton Rd & SD Tech Center (9805),32.8981365,-117.20265607,13197.0,0,,1.0,M-Street-N/B,scrtec
POINT (-117.066114859478 32.637610859613),"1,910",MTS_30240,MTS,30240,H St & Hilltop Dr,32.63761086,-117.06611486,30240.0,0,,1.0,F-W/B,hsthil
POINT (-117.240991999994 33.145930999933),"5,222",NCTD_21677,NCTD,21677,Melrose Dr & Sycamore Av,33.145931,-117.240992,21677.0,0,,,F-N/B,
POINT (-117.096772869944 32.673510969966),"1,936",MTS_12520,MTS,12520,Highland Av & 13th St,32.67351097,-117.09677287,12520.0,0,,1.0,N-N/B,
POINT (-117.238754999984 32.875265999832),"4,420",NCTD_12320,NCTD,12320,Gilman Dr & Eucalyptus Grove Ln,32.875266,-117.238755,12320.0,0,,,N-N/B,schola
POINT (-117.205169279886 32.854753610406),"1,823",MTS_11177,MTS,11177,Governor Dr & Genesee Av,32.85475361,-117.20516928,11177.0,0,,1.0,F-W/B,gengov
POINT (-116.8346875105 32.856383850151),"3,143",MTS_40095,MTS,40095,Old Hwy 80 & Hawley Rd,32.85638385,-116.83468751,40095.0,0,,2.0,N-E/B,
POINT (-117.114399509592 32.763402119986),446,MTS_11335,MTS,11335,Adams Av & Cherokee Av,32.76340212,-117.11439951,11335.0,0,,1.0,F-W/B,
POINT (-117.342511000399 33.305904000134),"5,703",NCTD_22782,NCTD,22782,Vandegrift Bl & Basilone Rd,33.305904,-117.342511,22782.0,0,,,F-S/B,
POINT (-117.342872000131 33.159933999825),"5,139",NCTD_21517,NCTD,21517,Harding St & Pine Av,33.159934,-117.342872,21517.0,0,,,F-N/B,
POINT (-117.080311950338 32.753086360283),"3,202",MTS_88943,MTS,88943,Orange Av & 54th St,32.75308636,-117.08031195,88943.0,0,,0.0,N-E/B,oran54
POINT (-117.296982000249 33.177865999713),"5,857",NCTD_24206,NCTD,24206,Marron Rd & Quarry Creek Center,33.177866,-117.296982,24206.0,0,,,N-E/B,qrycrk
POINT (-117.082842469613 32.686334139596),348,MTS_50042,MTS,50042,4th St & Euclid Av,32.68633414,-117.08284247,50042.0,0,,1.0,F-E/B,4theu1
POINT (-116.966233200472 32.662517350336),"3,587",MTS_99216,MTS,99216,Proctor Valley Rd & Rocking Horse Dr,32.66251735,-116.9662332,99216.0,0,,1.0,F-W/B,
POINT (-117.048890120396 32.741402180064),"1,670",MTS_10692,MTS,10692,Federal Bl & College Av,32.74140218,-117.04889012,10692.0,0,,1.0,F-E/B,
POINT (-116.877093220022 32.8437857999),"3,453",MTS_40235,MTS,40235,Pecan Park Ln & Rios Canyon Rd,32.8437858,-116.87709322,40235.0,0,,2.0,F-E/B,
POINT (-117.066079779637 32.583955249842),"3,320",MTS_60156,MTS,60156,Palm Av & Hawaii Av,32.58395525,-117.06607978,60156.0,0,,1.0,N-W/B,
POINT (-117.144630559597 32.793939769815),"2,959",MTS_11678,MTS,11678,Murray Ridge Rd & Harjoan Av,32.79393977,-117.14463056,11678.0,0,,1.0,N-W/B,
